"id";"period";"okato";"subject";"river_basin";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
2354;2011-04-30;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"2";12;13;ПДК
2355;2011-04-30;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";14;14;ПДК
2356;2011-04-30;"70000000000";Тульская область;р. Волга;БПК5;"";"1";5;5;ПДК
2357;2011-04-30;"71000000000";Тюменская область;р. Обь;Нефть и нефтепродукты;"3";"4";30;48;ПДК
2358;2011-04-30;"71000000000";Тюменская область;р. Обь;Марганец;"4";"4";31;48;ПДК
2359;2011-04-30;"71000000000";Тюменская область;р. Обь;Нитрит-ионы;"4э";"2";11;26;ПДК
2360;2011-04-30;"71000000000";Тюменская область;р. Обь;Железо общее;"4";"2";37;38;ПДК
2361;2011-04-30;"71000000000";Тюменская область;р. Обь;Растворенный кислород;"";"2";2.0;2.2;мг/л
2362;2011-04-30;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"1";15;15;ПДК
2363;2011-04-30;"75000000000";Челябинская область;р. Волга;Взвешенные вещества;"";"1";11;11;ПДК
2364;2011-04-30;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"6";12;28;ПДК
2365;2011-04-30;"75000000000";Челябинская область;р. Кама;Марганец;"4";"1";33;33;ПДК
2366;2011-04-30;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"1";13;13;ПДК
2367;2011-04-30;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"12";11;34;ПДК
2368;2011-04-30;"75000000000";Челябинская область;р. Обь;Цинк;"3";"1";17;17;ПДК
2369;2011-04-30;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"4";14;19;ПДК
2370;2011-05-31;"11000000000";Архангельская область;р. Северная Двина;Железо общее;"4";"1";44;44;ПДК
2371;2011-05-31;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"1";10;10;ПДК
2372;2011-05-31;"19000000000";Вологодская область;р. Волга;ГХЦГ;"1";"1";4;4;ПДК
2373;2011-05-31;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";11;11;ПДК
2374;2011-05-31;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";5;5;ПДК
2375;2011-05-31;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";23;23;ПДК
2376;2011-05-31;"76000000000";Забайкальский край;р. Амур;ГХЦГ;"1";"1";5;5;ПДК
2377;2011-05-31;"76000000000";Забайкальский край;р. Амур;Марганец;"4";"2";31;40;ПДК
2378;2011-05-31;"76000000000";Забайкальский край;р. Амур;Фосфаты;"4э";"1";27;27;ПДК
2379;2011-05-31;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";22;22;ПДК
2380;2011-05-31;"25000000000";Иркутская область;р. Енисей;Лигнин сульфатный;"4";"1";13;13;ПДК
2381;2011-05-31;"25000000000";Иркутская область;р. Енисей;Взвешенные вещества;"";"21";11;43;ПДК
2382;2011-05-31;"83000000000";Кабардино-Балкарская Республика;р. Терек;Медь;"3";"2";41;43;ПДК
2383;2011-05-31;"83000000000";Кабардино-Балкарская Республика;р. Терек;Цинк;"3";"3";12;18;ПДК
2384;2011-05-31;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"12";12;22;ПДК
2385;2011-05-31;"33000000000";Кировская область;р. Северная Двина;Взвешенные вещества;"";"2";15;26;ПДК
2386;2011-05-31;"04000000000";Красноярский край;р. Енисей;Нефть и нефтепродукты;"3";"2";40;40;ПДК
2387;2011-05-31;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"5";20;47;ПДК
2388;2011-05-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"3";10;16;ПДК
2389;2011-05-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"20";11;19;ПДК
2390;2011-05-31;"46000000000";Московская область;р. Волга;БПК5;"";"5";6;11;ПДК
2391;2011-05-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"3";20;40;ПДК
2392;2011-05-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";14;23;ПДК
2393;2011-05-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"19";10;34;ПДК
2394;2011-05-31;"50000000000";Новосибирская область;р. Обь;Марганец;"4";"3";31;48;ПДК
2395;2011-05-31;"50000000000";Новосибирская область;малые реки, озера, водохранилища;Хлориды;"4э";"1";10;10;ПДК
2396;2011-05-31;"50000000000";Новосибирская область;малые реки, озера, водохранилища;Магний;"4";"4";11;12;ПДК
2397;2011-05-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";29;29;ПДК
2398;2011-05-31;"05000000000";Приморский край;р. Амур;Алюминий;"4";"4";11;48;ПДК
2399;2011-05-31;"90000000000";Республика Северная Осетия-Алания;р. Терек;Медь;"3";"2";35;49;ПДК
2400;2011-05-31;"90000000000";Республика Северная Осетия-Алания;р. Терек;БПК5;"";"3";15;20;ПДК
2401;2011-05-31;"90000000000";Республика Северная Осетия-Алания;р. Терек;Цинк;"3";"1";49;49;ПДК
2402;2011-05-31;"36000000000";Самарская область;малые реки, озера, водохранилища;Сульфиды и сероводород;"4";"1";12;12;ПДК
2403;2011-05-31;"36000000000";Самарская область;малые реки, озера, водохранилища;БПК5;"";"1";6;6;ПДК
2404;2011-05-31;"36000000000";Самарская область;малые реки, озера, водохранилища;ХПК;"";"1";25;25;ПДК
2405;2011-05-31;"36000000000";Самарская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";21;21;ПДК
2406;2011-05-31;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"3";13;39;ПДК
2407;2011-05-31;"65000000000";Свердловская область;р. Кама;Марганец;"4";"2";36;44;ПДК
2408;2011-05-31;"65000000000";Свердловская область;р. Обь;Медь;"3";"1";33;33;ПДК
2409;2011-05-31;"65000000000";Свердловская область;р. Обь;Цинк;"3";"1";13;13;ПДК
2410;2011-05-31;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"35";11;45;ПДК
2411;2011-05-31;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"3";13;16;ПДК
2412;2011-05-31;"65000000000";Свердловская область;р. Обь;Нефть и нефтепродукты;"3";"1";38;38;ПДК
2413;2011-05-31;"65000000000";Свердловская область;р. Обь;Марганец;"4";"3";33;44;ПДК
2414;2011-05-31;"69000000000";Томская область;р. Обь;Нефть и нефтепродукты;"3";"1";41;41;ПДК
2415;2011-05-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"2";11;24;ПДК
2416;2011-05-31;"71000000000";Тюменская область;р. Обь;Нефть и нефтепродукты;"3";"1";30;30;ПДК
2417;2011-05-31;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"6";11;32;ПДК
2418;2011-05-31;"73000000000";Ульяновская область;р. Волга;Нитрит-ионы;"4э";"2";12;16;ПДК
2419;2011-05-31;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"2";15;38;ПДК
2420;2011-05-31;"08000000000";Хабаровский край;р. Амур;БПК5;"";"1";10;10;ПДК
2421;2011-05-31;"08000000000";Хабаровский край;р. Амур;Растворенный кислород;"";"1";2.27;2.27;мг/л
2422;2011-05-31;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"1";44;44;ПДК
2423;2011-05-31;"96000000000";Чеченская Республика;р. Терек;Взвешенные вещества;"";"4";1760;10576;ПДК
2424;2011-06-30;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"3";12;16;ПДК
2425;2011-06-30;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";5;5;ПДК
2426;2011-06-30;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";52;52;ПДК
2427;2011-06-30;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";14;14;ПДК
2428;2011-06-30;"19000000000";Вологодская область;р. Северная Двина;Растворенный кислород;"";"1";2.21;2.21;мг/л
2429;2011-06-30;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";45;45;ПДК
2430;2011-06-30;"76000000000";Забайкальский край;р. Амур;Аммоний-ион;"4";"1";14;14;ПДК
2431;2011-06-30;"25000000000";Иркутская область;р. Енисей;Взвешенные вещества;"";"4";11;13;ПДК
2432;2011-06-30;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"10";11;29;ПДК
2433;2011-06-30;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"6";11;46;ПДК
2434;2011-06-30;"38000000000";Курская область;р. Днепр;Нитрит-ионы;"4э";"1";15;15;ПДК
2435;2011-06-30;"44000000000";Магаданская область;р. Колыма;Медь;"3";"3";40;48;ПДК
2436;2011-06-30;"44000000000";Магаданская область;р. Колыма;Марганец;"4";"1";34;34;ПДК
2437;2011-06-30;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"5";10;20;ПДК
2438;2011-06-30;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"18";11;38;ПДК
2439;2011-06-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";12;41;ПДК
2440;2011-06-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"4";20;30;ПДК
2441;2011-06-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";36;36;ПДК
2442;2011-06-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";37;37;ПДК
2443;2011-06-30;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"16";10;41;ПДК
2444;2011-06-30;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";14;14;ПДК
2445;2011-06-30;"50000000000";Новосибирская область;р. Обь;Марганец;"4";"3";33;41;ПДК
2446;2011-06-30;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"3";13;20;ПДК
2447;2011-06-30;"53000000000";Оренбургская область;р. Урал;Медь;"3";"1";38;38;ПДК
2448;2011-06-30;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";15;15;ПДК
2449;2011-06-30;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"2";14;15;ПДК
2450;2011-06-30;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.76;2.76;мг/л
2451;2011-06-30;"05000000000";Приморский край;р. Амур;БПК5;"";"1";20;20;ПДК
2452;2011-06-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Цинк;"3";"2";25;31;ПДК
2453;2011-06-30;"98000000000";Республика Саха (Якутия);малые реки, озера, водохранилища;ХПК;"";"1";10;10;ПДК
2454;2011-06-30;"61000000000";Рязанская область;р. Волга;Растворенный кислород;"";"1";2.49;2.49;мг/л
2455;2011-06-30;"36000000000";Самарская область;р. Волга;Сульфаты;"4";"2";12;19;ПДК
2456;2011-06-30;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"7";13;30;ПДК
2457;2011-06-30;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"2";12;12;ПДК
2458;2011-06-30;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"33";10;43;ПДК
2459;2011-06-30;"65000000000";Свердловская область;р. Обь;Марганец;"4";"2";34;36;ПДК
2460;2011-06-30;"68000000000";Тамбовская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
2461;2011-06-30;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
2462;2011-06-30;"70000000000";Тульская область;р. Волга;Растворенный кислород;"";"1";2.65;2.65;мг/л
2463;2011-06-30;"70000000000";Тульская область;р. Дон;Нитрит-ионы;"4э";"1";20;20;ПДК
2464;2011-06-30;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"2";11;12;ПДК
2465;2011-06-30;"08000000000";Хабаровский край;р. Амур;Нитрит-ионы;"4э";"1";10;10;ПДК
2466;2011-06-30;"08000000000";Хабаровский край;р. Амур;Растворенный кислород;"";"1";2.73;2.73;мг/л
2467;2011-06-30;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"2";10;18;ПДК
2468;2011-06-30;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"1";11;11;ПДК
2469;2011-06-30;"75000000000";Челябинская область;р. Обь;Цинк;"3";"1";18;18;ПДК
2470;2011-06-30;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"10";11;19;ПДК
2471;2011-06-30;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"1";11;11;ПДК
2472;2011-06-30;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";42;42;ПДК
2473;2011-06-30;"75000000000";Челябинская область;р. Обь;Медь;"3";"1";35;35;ПДК
2474;2011-06-30;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"8";10;30;ПДК
2475;2011-07-31;"11000000000";Архангельская область;р. Северная Двина;Нитрит-ионы;"4э";"1";13;13;ПДК
2476;2011-07-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
2477;2011-07-31;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";6;6;ПДК
2478;2011-07-31;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";14;14;ПДК
2479;2011-07-31;"19000000000";Вологодская область;р. Северная Двина;Аммоний-ион;"4";"1";13;13;ПДК
2480;2011-07-31;"40000000000";г. Санкт-Петербург;малые реки, озера, водохранилища;Растворенный кислород;"";"1";3;3;мг/л
2481;2011-07-31;"25000000000";Иркутская область;р. Енисей;Взвешенные вещества;"";"8";10;36;ПДК
2482;2011-07-31;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"4";11;16;ПДК
2483;2011-07-31;"04000000000";Красноярский край;р. Енисей;Алюминий;"4";"3";11;23;ПДК
2484;2011-07-31;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"6";10;43;ПДК
2485;2011-07-31;"38000000000";Курская область;р. Днепр;Аммоний-ион;"4";"1";11;11;ПДК
2486;2011-07-31;"46000000000";Московская область;р. Волга;БПК5;"";"2";6;10;ПДК
2487;2011-07-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"19";11;48;ПДК
2488;2011-07-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"3";11;19;ПДК
2489;2011-07-31;"46000000000";Московская область;р. Волга;Растворенный кислород;"";"2";2.41;2.65;мг/л
2490;2011-07-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Молибден;"2";"1";3;3;ПДК
2491;2011-07-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"2";20;20;ПДК
2492;2011-07-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";36;36;ПДК
2493;2011-07-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Ртуть;"1";"1";3;3;ПДК
2494;2011-07-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";11;31;ПДК
2495;2011-07-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";14;14;ПДК
2496;2011-07-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"7";10;16;ПДК
2497;2011-07-31;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";12;12;ПДК
2498;2011-07-31;"22000000000";Нижегородская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
2499;2011-07-31;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"3";112;15;ПДК
2500;2011-07-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";17;17;ПДК
2501;2011-07-31;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"5";15;21;ПДК
2502;2011-07-31;"57000000000";Пермский край;р. Кама;Марганец;"4";"1";49;49;ПДК
2503;2011-07-31;"57000000000";Пермский край;р. Кама;Никель;"3";"1";23;23;ПДК
2504;2011-07-31;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"6";14;47;ПДК
2505;2011-07-31;"57000000000";Пермский край;р. Кама;Железо общее;"4";"1";47;47;ПДК
2506;2011-07-31;"05000000000";Приморский край;р. Амур;Железо общее;"4";"2";33;39;ПДК
2507;2011-07-31;"05000000000";Приморский край;р. Амур;Кадмий;"2";"1";5;5;ПДК
2508;2011-07-31;"05000000000";Приморский край;р. Амур;Марганец;"4";"1";37;37;ПДК
2509;2011-07-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Сульфиды и сероводород;"4";"1";0.0002;0.0002;мг/л
2510;2011-07-31;"86000000000";Республика Карелия;малые реки, озера, водохранилища;Водородный показатель (pH);"";"1";4.02;4.02;pH
2511;2011-07-31;"88000000000";Республика Марий Эл;р. Волга;Взвешенные вещества;"";"1";11;11;ПДК
2512;2011-07-31;"89000000000";Республика Мордовия;р. Волга;Нитрит-ионы;"4э";"2";14;18;ПДК
2513;2011-07-31;"92000000000";Республика Татарстан (Татарстан);р. Волга;Нитрит-ионы;"4э";"1";14;14;ПДК
2514;2011-07-31;"36000000000";Самарская область;р. Волга;БПК5;"";"2";7;10;ПДК
2515;2011-07-31;"36000000000";Самарская область;р. Волга;Аммоний-ион;"4";"1";13;13;ПДК
2516;2011-07-31;"36000000000";Самарская область;р. Волга;Фосфаты;"4э";"2";26;34;ПДК
2517;2011-07-31;"36000000000";Самарская область;р. Волга;Нитрат-ионы;"4э";"1";3;3;ПДК
2518;2011-07-31;"36000000000";Самарская область;р. Волга;Нитрит-ионы;"4э";"1";20;20;ПДК
2519;2011-07-31;"36000000000";Самарская область;р. Волга;Сульфаты;"4";"3";15;26;ПДК
2520;2011-07-31;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"3";10;37;ПДК
2521;2011-07-31;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"4";11;30;ПДК
2522;2011-07-31;"65000000000";Свердловская область;р. Обь;Марганец;"4";"1";41;41;ПДК
2523;2011-07-31;"65000000000";Свердловская область;р. Обь;Растворенный кислород;"";"1";2.83;2.83;мг/л
2524;2011-07-31;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"1";14;14;ПДК
2525;2011-07-31;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"24";10;43;ПДК
2526;2011-07-31;"68000000000";Тамбовская область;р. Волга;Растворенный кислород;"";"2";2.83;2.98;мг/л
2527;2011-07-31;"68000000000";Тамбовская область;р. Волга;Нитрит-ионы;"4э";"1";12;12;ПДК
2528;2011-07-31;"69000000000";Томская область;р. Обь;Нефть и нефтепродукты;"3";"2";34;37;ПДК
2529;2011-07-31;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";13;13;ПДК
2530;2011-07-31;"71000000000";Тюменская область;р. Обь;Нефть и нефтепродукты;"3";"2";34;39;ПДК
2531;2011-07-31;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"4";13;46;ПДК
2532;2011-07-31;"73000000000";Ульяновская область;р. Волга;Аммоний-ион;"4";"1";12;12;ПДК
2533;2011-07-31;"73000000000";Ульяновская область;р. Волга;Нитрит-ионы;"4э";"2";12;27;ПДК
2534;2011-07-31;"08000000000";Хабаровский край;р. Амур;Нитрит-ионы;"4э";"1";16;16;ПДК
2535;2011-07-31;"08000000000";Хабаровский край;р. Амур;БПК5;"";"2";5;5;ПДК
2536;2011-07-31;"08000000000";Хабаровский край;р. Амур;Растворенный кислород;"";"1";2.76;2.76;мг/л
2537;2011-07-31;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"1";39;39;ПДК
2538;2011-07-31;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"5";11;26;ПДК
2539;2011-07-31;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"8";11;21;ПДК
2540;2011-07-31;"75000000000";Челябинская область;р. Обь;Цинк;"3";"1";19;19;ПДК
2541;2011-07-31;"75000000000";Челябинская область;р. Обь;Медь;"3";"1";42;42;ПДК
2542;2011-07-31;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";48;48;ПДК
2543;2011-07-31;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"1";17;17;ПДК
2544;2011-07-31;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"4";11;13;ПДК
2545;2011-08-31;"11000000000";Архангельская область;р. Северная Двина;Натрий;"4э";"2";15;20;ПДК
2546;2011-08-31;"11000000000";Архангельская область;р. Северная Двина;Хлориды;"4э";"2";11;17;ПДК
2547;2011-08-31;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"3";10;22;ПДК
2548;2011-08-31;"18000000000";Волгоградская область;р. Дон;Нефть и нефтепродукты;"3";"1";30;30;ПДК
2549;2011-08-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";46;46;ПДК
2550;2011-08-31;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"2";8;15;ПДК
2551;2011-08-31;"19000000000";Вологодская область;р. Северная Двина;Аммоний-ион;"4";"2";14;15;ПДК
2552;2011-08-31;"25000000000";Иркутская область;р. Енисей;Взвешенные вещества;"";"2";15;18;ПДК
2553;2011-08-31;"30000000000";Камчатский край;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"1";34;34;ПДК
2554;2011-08-31;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"6";11;29;ПДК
2555;2011-08-31;"03000000000";Краснодарский край;реки Черноморского побережья Краснодарского края (бассейн Черного моря);АСПАВ;"4";"1";13;13;ПДК
2556;2011-08-31;"04000000000";Красноярский край;р. Енисей;Кадмий;"2";"2";4;4;ПДК
2557;2011-08-31;"04000000000";Красноярский край;р. Обь;Цинк;"3";"1";14;14;ПДК
2558;2011-08-31;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"2";23;26;ПДК
2559;2011-08-31;"41000000000";Ленинградская область;малые реки, озера, водохранилища;Алюминий;"4";"2";15;19;ПДК
2560;2011-08-31;"41000000000";Ленинградская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"4";11;21;ПДК
2561;2011-08-31;"46000000000";Московская область;р. Волга;Растворенный кислород;"";"2";2.13;2.38;мг/л
2562;2011-08-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"3";18;23;ПДК
2563;2011-08-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"27";11;46;ПДК
2564;2011-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"3";13;17;ПДК
2565;2011-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"3";10;20;ПДК
2566;2011-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";37;37;ПДК
2567;2011-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";16;16;ПДК
2568;2011-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";38;38;ПДК
2569;2011-08-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"12";10;36;ПДК
2570;2011-08-31;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";11;11;ПДК
2571;2011-08-31;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"1";14;14;ПДК
2572;2011-08-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";24;24;ПДК
2573;2011-08-31;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"5";11;46;ПДК
2574;2011-08-31;"57000000000";Пермский край;р. Кама;Цинк;"3";"1";14;14;ПДК
2575;2011-08-31;"57000000000";Пермский край;р. Кама;Железо общее;"4";"1";37;37;ПДК
2576;2011-08-31;"57000000000";Пермский край;р. Кама;Марганец;"4";"1";48;48;ПДК
2577;2011-08-31;"57000000000";Пермский край;р. Кама;Никель;"3";"1";33;33;ПДК
2578;2011-08-31;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.16;2.16;мг/л
2579;2011-08-31;"05000000000";Приморский край;р. Амур;Сульфиды и сероводород;"4";"2";0.0003;0.0004;мг/л
2580;2011-08-31;"86000000000";Республика Карелия;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";13;13;ПДК
2581;2011-08-31;"88000000000";Республика Марий Эл;р. Волга;Взвешенные вещества;"";"1";11;11;ПДК
2582;2011-08-31;"98000000000";Республика Саха (Якутия);р. Лена;Цинк;"3";"1";15;15;ПДК
2583;2011-08-31;"90000000000";Республика Северная Осетия-Алания;р. Терек;Нитрит-ионы;"4э";"1";12;12;ПДК
2584;2011-08-31;"90000000000";Республика Северная Осетия-Алания;р. Терек;Цинк;"3";"1";34;34;ПДК
2585;2011-08-31;"92000000000";Республика Татарстан (Татарстан);р. Волга;Нитрит-ионы;"4э";"1";15;15;ПДК
2586;2011-08-31;"36000000000";Самарская область;р. Волга;Фосфаты;"4э";"2";15;46;ПДК
2587;2011-08-31;"36000000000";Самарская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
2588;2011-08-31;"64000000000";Сахалинская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";17;17;ПДК
2589;2011-08-31;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"3";15;15;ПДК
2590;2011-08-31;"65000000000";Свердловская область;р. Обь;Марганец;"4";"1";30;30;ПДК
2591;2011-08-31;"65000000000";Свердловская область;р. Обь;Растворенный кислород;"";"1";2.12;2.12;мг/л
2592;2011-08-31;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"1";17;17;ПДК
2593;2011-08-31;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"29";10;44;ПДК
2594;2011-08-31;"68000000000";Тамбовская область;р. Волга;Нитрит-ионы;"4э";"1";10;10;ПДК
2595;2011-08-31;"28000000000";Тверская область;р. Волга;Растворенный кислород;"";"1";2.5;2.5;мг/л
2596;2011-08-31;"28000000000";Тверская область;р. Волга;Фосфаты;"4э";"1";19;19;ПДК
2597;2011-08-31;"28000000000";Тверская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
2598;2011-08-31;"70000000000";Тульская область;р. Волга;Растворенный кислород;"";"1";2.92;2.92;мг/л
2599;2011-08-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"4";11;27;ПДК
2600;2011-08-31;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";14;14;ПДК
2601;2011-08-31;"70000000000";Тульская область;р. Волга;БПК5;"";"1";5;5;ПДК
2602;2011-08-31;"70000000000";Тульская область;р. Дон;Растворенный кислород;"";"1";2.49;2.49;мг/л
2603;2011-08-31;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";25;25;ПДК
2604;2011-08-31;"71000000000";Тюменская область;малые реки, озера, водохранилища;ХПК;"";"1";13;13;ПДК
2605;2011-08-31;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"2";10;36;ПДК
2606;2011-08-31;"08000000000";Хабаровский край;р. Амур;БПК5;"";"1";7;7;ПДК
2607;2011-08-31;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"2";10;13;ПДК
2608;2011-08-31;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"4";11;15;ПДК
2609;2011-08-31;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";34;34;ПДК
2610;2011-08-31;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"11";10;18;ПДК
